name,medal_type,medal_date,gender,birth_date,country,discipline,event,lat,long
SEPHO Jordan,OURO,2024-07-27,MASCULINO,1998-12-08,France,Rugby Sevens,Men,46.227638,2.213749
EPEE Nelson,OURO,2024-07-27,MASCULINO,2001-02-20,France,Rugby Sevens,Men,46.227638,2.213749
NASOVA Joji,PRATA,2024-07-27,MASCULINO,2000-06-09,Fiji,Rugby Sevens,Men,-17.713371,178.065032
TALACOLO Joseva,PRATA,2024-07-27,MASCULINO,1997-04-01,Fiji,Rugby Sevens,Men,-17.713371,178.065032
MATANA Jeremaia,PRATA,2024-07-27,MASCULINO,1998-07-14,Fiji,Rugby Sevens,Men,-17.713371,178.065032
MOCENACAGI Sevuloni,PRATA,2024-07-27,MASCULINO,1990-06-29,Fiji,Rugby Sevens,Men,-17.713371,178.065032
BALEIWAIRIKI Iosefo,PRATA,2024-07-27,MASCULINO,1998-05-09,Fiji,Rugby Sevens,Men,-17.713371,178.065032
LOGANIMASI Ponipate,PRATA,2024-07-27,MASCULINO,1998-03-26,Fiji,Rugby Sevens,Men,-17.713371,178.065032
VEILAWA Terio Tamani,PRATA,2024-07-27,MASCULINO,1994-07-06,Fiji,Rugby Sevens,Men,-17.713371,178.065032
NACUQU Waisea,PRATA,2024-07-27,MASCULINO,1993-05-24,Fiji,Rugby Sevens,Men,-17.713371,178.065032
TUWAI Jerry,PRATA,2024-07-27,MASCULINO,1989-03-23,Fiji,Rugby Sevens,Men,-17.713371,178.065032
TEBA Iowane,PRATA,2024-07-27,MASCULINO,1993-02-23,Fiji,Rugby Sevens,Men,-17.713371,178.065032
RASAKU Kaminieli,PRATA,2024-07-27,MASCULINO,1999-07-12,Fiji,Rugby Sevens,Men,-17.713371,178.065032
RAVUTAUMADA Selesitino,PRATA,2024-07-27,MASCULINO,2000-01-17,Fiji,Rugby Sevens,Men,-17.713371,178.065032
JOSAIA Raisuqe,PRATA,2024-07-27,MASCULINO,1994-07-22,Fiji,Rugby Sevens,Men,-17.713371,178.065032
SAUTURAGA Filipe,PRATA,2024-07-27,MASCULINO,1994-06-19,Fiji,Rugby Sevens,Men,-17.713371,178.065032
GROBBELAAR Christie,BRONZE,2024-07-27,MASCULINO,2000-05-25,South Africa,Rugby Sevens,Men,-30.559482,22.937506
OOSTHUIZEN Ryan,BRONZE,2024-07-27,MASCULINO,1995-05-22,South Africa,Rugby Sevens,Men,-30.559482,22.937506
VISSER Impi,BRONZE,2024-07-27,MASCULINO,1995-05-30,South Africa,Rugby Sevens,Men,-30.559482,22.937506
DAVIDS Zain,BRONZE,2024-07-27,MASCULINO,1997-05-04,South Africa,Rugby Sevens,Men,-30.559482,22.937506
NORTJE Quewin,BRONZE,2024-07-27,MASCULINO,2003-01-14,South Africa,Rugby Sevens,Men,-30.559482,22.937506
PRETORIUS Tiaan,BRONZE,2024-07-27,MASCULINO,2001-02-19,South Africa,Rugby Sevens,Men,-30.559482,22.937506
LEYDS Tristan,BRONZE,2024-07-27,MASCULINO,1997-05-24,South Africa,Rugby Sevens,Men,-30.559482,22.937506
DAVIDS Selvyn,BRONZE,2024-07-27,MASCULINO,1994-03-26,South Africa,Rugby Sevens,Men,-30.559482,22.937506
WILLIAMS Shaun,BRONZE,2024-07-27,MASCULINO,1998-04-13,South Africa,Rugby Sevens,Men,-30.559482,22.937506
SPECMAN Rosko,BRONZE,2024-07-27,MASCULINO,1989-04-28,South Africa,Rugby Sevens,Men,-30.559482,22.937506
SOYIZWAPI Siviwe,BRONZE,2024-07-27,MASCULINO,1992-12-07,South Africa,Rugby Sevens,Men,-30.559482,22.937506
van WYK Shilton,BRONZE,2024-07-27,MASCULINO,1999-12-22,South Africa,Rugby Sevens,Men,-30.559482,22.937506
BROWN Ronald,BRONZE,2024-07-27,MASCULINO,1995-09-02,South Africa,Rugby Sevens,Men,-30.559482,22.937506
HUANG Yuting,OURO,2024-07-27,FEMININO,2006-09-03,China,Shooting,10m Air Rifle Mixed Team,35.86166,104.195397
SHENG Lihao,OURO,2024-07-27,MASCULINO,2004-12-04,China,Shooting,10m Air Rifle Mixed Team,35.86166,104.195397
KEUM Jihyeon,PRATA,2024-07-27,FEMININO,2000-03-17,Korea,Shooting,10m Air Rifle Mixed Team,35.907757,127.766922
PARK Hajun,PRATA,2024-07-27,MASCULINO,2000-04-19,Korea,Shooting,10m Air Rifle Mixed Team,35.907757,127.766922
LE Alexandra,BRONZE,2024-07-27,FEMININO,2004-05-03,Kazakhstan,Shooting,10m Air Rifle Mixed Team,48.019573,66.923684
SATPAYEV Islam,BRONZE,2024-07-27,MASCULINO,1998-09-21,Kazakhstan,Shooting,10m Air Rifle Mixed Team,48.019573,66.923684
HELD Ryan,OURO,2024-07-27,MASCULINO,1995-06-27,United States,Swimming,Men's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
KING Matt,OURO,2024-07-27,MASCULINO,2002-02-19,United States,Swimming,Men's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
ARMSTRONG Hunter,OURO,2024-07-27,MASCULINO,2001-01-24,United States,Swimming,Men's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
DRESSEL Caeleb,OURO,2024-07-27,MASCULINO,1996-08-16,United States,Swimming,Men's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
ALEXY Jack,OURO,2024-07-27,MASCULINO,2003-01-19,United States,Swimming,Men's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
GUILIANO Chris,OURO,2024-07-27,MASCULINO,2003-06-25,United States,Swimming,Men's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
CARTWRIGHT Jack,PRATA,2024-07-27,MASCULINO,1998-09-22,Australia,Swimming,Men's 4 x 100m Freestyle Relay,-25.274398,133.775136
YANG William,PRATA,2024-07-27,MASCULINO,1998-10-11,Australia,Swimming,Men's 4 x 100m Freestyle Relay,-25.274398,133.775136
SOUTHAM Flynn,PRATA,2024-07-27,MASCULINO,2005-06-05,Australia,Swimming,Men's 4 x 100m Freestyle Relay,-25.274398,133.775136
CHALMERS Kyle,PRATA,2024-07-27,MASCULINO,1998-06-25,Australia,Swimming,Men's 4 x 100m Freestyle Relay,-25.274398,133.775136
TAYLOR Kai,PRATA,2024-07-27,MASCULINO,2003-08-18,Australia,Swimming,Men's 4 x 100m Freestyle Relay,-25.274398,133.775136
ZAZZERI Lorenzo,BRONZE,2024-07-27,MASCULINO,1994-08-09,Italy,Swimming,Men's 4 x 100m Freestyle Relay,41.87194,12.56738
DEPLANO Leonardo,BRONZE,2024-07-27,MASCULINO,1999-07-21,Italy,Swimming,Men's 4 x 100m Freestyle Relay,41.87194,12.56738
CONTE BONIN Paolo,BRONZE,2024-07-27,MASCULINO,2002-02-09,Italy,Swimming,Men's 4 x 100m Freestyle Relay,41.87194,12.56738
FRIGO Manuel,BRONZE,2024-07-27,MASCULINO,1997-02-18,Italy,Swimming,Men's 4 x 100m Freestyle Relay,41.87194,12.56738
CECCON Thomas,BRONZE,2024-07-27,MASCULINO,2001-01-27,Italy,Swimming,Men's 4 x 100m Freestyle Relay,41.87194,12.56738
MIRESSI Alessandro,BRONZE,2024-07-27,MASCULINO,1998-10-02,Italy,Swimming,Men's 4 x 100m Freestyle Relay,41.87194,12.56738
WUNSCH Olivia,OURO,2024-07-27,FEMININO,2006-05-31,Australia,Swimming,Women's 4 x 100m Freestyle Relay,-25.274398,133.775136
CAMPBELL Bronte,OURO,2024-07-27,FEMININO,1994-05-14,Australia,Swimming,Women's 4 x 100m Freestyle Relay,-25.274398,133.775136
HARRIS Meg,OURO,2024-07-27,FEMININO,2002-03-07,Australia,Swimming,Women's 4 x 100m Freestyle Relay,-25.274398,133.775136
McKEON Emma,OURO,2024-07-27,FEMININO,1994-05-24,Australia,Swimming,Women's 4 x 100m Freestyle Relay,-25.274398,133.775136
JACK Shayna,OURO,2024-07-27,FEMININO,1998-11-06,Australia,Swimming,Women's 4 x 100m Freestyle Relay,-25.274398,133.775136
O'CALLAGHAN Mollie,OURO,2024-07-27,FEMININO,2004-04-02,Australia,Swimming,Women's 4 x 100m Freestyle Relay,-25.274398,133.775136
WEITZEIL Abbey,PRATA,2024-07-27,FEMININO,1996-12-03,United States,Swimming,Women's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
MANUEL Simone,PRATA,2024-07-27,FEMININO,1996-08-02,United States,Swimming,Women's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
CONNOLLY Erika,PRATA,2024-07-27,FEMININO,1998-08-27,United States,Swimming,Women's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
DOUGLASS Kate,PRATA,2024-07-27,FEMININO,2001-11-17,United States,Swimming,Women's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
HUSKE Torri,PRATA,2024-07-27,FEMININO,2002-12-07,United States,Swimming,Women's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
WALSH Gretchen,PRATA,2024-07-27,FEMININO,2003-01-29,United States,Swimming,Women's 4 x 100m Freestyle Relay,38.7945952,-106.5348379
CHENG Yujie,BRONZE,2024-07-27,FEMININO,2005-09-22,China,Swimming,Women's 4 x 100m Freestyle Relay,35.86166,104.195397
WU Qingfeng,BRONZE,2024-07-27,FEMININO,2003-01-28,China,Swimming,Women's 4 x 100m Freestyle Relay,35.86166,104.195397
YU Yiting,BRONZE,2024-07-27,FEMININO,2005-09-05,China,Swimming,Women's 4 x 100m Freestyle Relay,35.86166,104.195397
YANG Junxuan,BRONZE,2024-07-27,FEMININO,2002-01-26,China,Swimming,Women's 4 x 100m Freestyle Relay,35.86166,104.195397
ZHANG Yufei,BRONZE,2024-07-27,FEMININO,1998-04-19,China,Swimming,Women's 4 x 100m Freestyle Relay,35.86166,104.195397
JEON Hunyoung,OURO,2024-07-28,FEMININO,1994-05-29,Korea,Archery,Women's Team,35.907757,127.766922
LIM Sihyeon,OURO,2024-07-28,FEMININO,2003-06-13,Korea,Archery,Women's Team,35.907757,127.766922
NAM Suhyeon,OURO,2024-07-28,FEMININO,2005-01-27,Korea,Archery,Women's Team,35.907757,127.766922
AN Qixuan,PRATA,2024-07-28,FEMININO,2000-12-03,China,Archery,Women's Team,35.86166,104.195397
LI Jiaman,PRATA,2024-07-28,FEMININO,1997-08-18,China,Archery,Women's Team,35.86166,104.195397
YANG Xiaolei,PRATA,2024-07-28,FEMININO,2000-06-28,China,Archery,Women's Team,35.86166,104.195397
RUIZ Angela,BRONZE,2024-07-28,FEMININO,2006-07-28,Mexico,Archery,Women's Team,23.634501,-102.552784
VALENCIA Alejandra,BRONZE,2024-07-28,FEMININO,1994-10-17,Mexico,Archery,Women's Team,23.634501,-102.552784
VAZQUEZ Ana,BRONZE,2024-07-28,FEMININO,2000-10-05,Mexico,Archery,Women's Team,23.634501,-102.552784
KIM Je Deok,OURO,2024-07-29,MASCULINO,2004-04-12,Korea,Archery,Men's Team,35.907757,127.766922
KIM Woojin,OURO,2024-07-29,MASCULINO,1992-06-20,Korea,Archery,Men's Team,35.907757,127.766922
LEE Wooseok,OURO,2024-07-29,MASCULINO,1997-08-07,Korea,Archery,Men's Team,35.907757,127.766922
ADDIS Baptiste,PRATA,2024-07-29,MASCULINO,2006-12-07,France,Archery,Men's Team,46.227638,2.213749
CHIRAULT Thomas,PRATA,2024-07-29,MASCULINO,1997-09-15,France,Archery,Men's Team,46.227638,2.213749
VALLADONT Jean-Charles,PRATA,2024-07-29,MASCULINO,1989-03-20,France,Archery,Men's Team,46.227638,2.213749
GAZOZ Mete,BRONZE,2024-07-29,MASCULINO,1999-06-08,Turkiye,Archery,Men's Team,38.963745,35.243322
TUMER Berkim,BRONZE,2024-07-29,MASCULINO,2002-04-30,Turkiye,Archery,Men's Team,38.963745,35.243322
YILDIRMIS Abdullah,BRONZE,2024-07-29,MASCULINO,2003-11-07,Turkiye,Archery,Men's Team,38.963745,35.243322
HASHIMOTO Daiki,OURO,2024-07-29,MASCULINO,2001-08-07,Japan,Artistic Gymnastics,Men's Team,36.204824,138.252924
KAYA Kazuma,OURO,2024-07-29,MASCULINO,1996-11-19,Japan,Artistic Gymnastics,Men's Team,36.204824,138.252924
OKA Shinnosuke,OURO,2024-07-29,MASCULINO,2003-10-31,Japan,Artistic Gymnastics,Men's Team,36.204824,138.252924
SUGINO Takaaki,OURO,2024-07-29,MASCULINO,1998-10-18,Japan,Artistic Gymnastics,Men's Team,36.204824,138.252924
TANIGAWA Wataru,OURO,2024-07-29,MASCULINO,1996-07-23,Japan,Artistic Gymnastics,Men's Team,36.204824,138.252924
LIU Yang,PRATA,2024-07-29,MASCULINO,1994-08-11,China,Artistic Gymnastics,Men's Team,35.86166,104.195397
SU Weide,PRATA,2024-07-29,MASCULINO,2000-03-19,China,Artistic Gymnastics,Men's Team,35.86166,104.195397
XIAO Ruoteng,PRATA,2024-07-29,MASCULINO,1996-01-30,China,Artistic Gymnastics,Men's Team,35.86166,104.195397
ZHANG Boheng,PRATA,2024-07-29,MASCULINO,2000-03-04,China,Artistic Gymnastics,Men's Team,35.86166,104.195397
ZOU Jingyuan,PRATA,2024-07-29,MASCULINO,1998-01-03,China,Artistic Gymnastics,Men's Team,35.86166,104.195397
HONG Asher,BRONZE,2024-07-29,MASCULINO,2004-03-23,United States,Artistic Gymnastics,Men's Team,38.7945952,-106.5348379
JUDA Paul,BRONZE,2024-07-29,MASCULINO,2001-07-07,United States,Artistic Gymnastics,Men's Team,38.7945952,-106.5348379
MALONE Brody,BRONZE,2024-07-29,MASCULINO,2000-01-07,United States,Artistic Gymnastics,Men's Team,38.7945952,-106.5348379
NEDOROSCIK Stephen,BRONZE,2024-07-29,MASCULINO,1998-10-28,United States,Artistic Gymnastics,Men's Team,38.7945952,-106.5348379
RICHARD Frederick,BRONZE,2024-07-29,MASCULINO,2004-04-23,United States,Artistic Gymnastics,Men's Team,38.7945952,-106.5348379
LIAN Junjie,OURO,2024-07-29,MASCULINO,2000-11-03,China,Diving,Men's Synchronised 10m Platform,35.86166,104.195397
YANG Hao,OURO,2024-07-29,MASCULINO,1998-02-03,China,Diving,Men's Synchronised 10m Platform,35.86166,104.195397
DALEY Thomas,PRATA,2024-07-29,MASCULINO,1994-05-21,Great Britain,Diving,Men's Synchronised 10m Platform,55.378051,-3.435973
WILLIAMS Noah,PRATA,2024-07-29,MASCULINO,2000-05-15,Great Britain,Diving,Men's Synchronised 10m Platform,55.378051,-3.435973
WIENS Rylan,BRONZE,2024-07-29,MASCULINO,2002-01-02,Canada,Diving,Men's Synchronised 10m Platform,56.130366,-106.346771
ZSOMBOR-MURRAY Nathan,BRONZE,2024-07-29,MASCULINO,2003-04-28,Canada,Diving,Men's Synchronised 10m Platform,56.130366,-106.346771
McEWEN Tom,OURO,2024-07-29,MASCULINO,1991-05-10,Great Britain,Equestrian,Eventing Team,55.378051,-3.435973
COLLETT Laura,OURO,2024-07-29,FEMININO,1989-08-31,Great Britain,Equestrian,Eventing Team,55.378051,-3.435973
CANTER Rosalind,OURO,2024-07-29,FEMININO,1986-01-13,Great Britain,Equestrian,Eventing Team,55.378051,-3.435973
INGHAM Yasmin,OURO,2024-07-29,FEMININO,1997-05-13,Great Britain,Equestrian,Eventing Team,55.378051,-3.435973
LAGHOUAG Karim Florent,PRATA,2024-07-29,MASCULINO,1975-08-04,France,Equestrian,Eventing Team,46.227638,2.213749
LANDOIS Stephane,PRATA,2024-07-29,MASCULINO,1994-06-03,France,Equestrian,Eventing Team,46.227638,2.213749
TOUZAINT Nicolas,PRATA,2024-07-29,MASCULINO,1980-05-10,France,Equestrian,Eventing Team,46.227638,2.213749
le COZ Gireg,PRATA,2024-07-29,MASCULINO,1989-03-14,France,Equestrian,Eventing Team,46.227638,2.213749
KITAJIMA Ryuzo,BRONZE,2024-07-29,MASCULINO,1985-10-23,Japan,Equestrian,Eventing Team,36.204824,138.252924
OIWA Yoshiaki,BRONZE,2024-07-29,MASCULINO,1976-07-19,Japan,Equestrian,Eventing Team,36.204824,138.252924
TOMOTO Kazuma,BRONZE,2024-07-29,MASCULINO,1983-06-05,Japan,Equestrian,Eventing Team,36.204824,138.252924
TANAKA Toshiyuki,BRONZE,2024-07-29,MASCULINO,1985-02-02,Japan,Equestrian,Eventing Team,36.204824,138.252924
BILES Simone,OURO,2024-07-30,FEMININO,1997-03-14,United States,Artistic Gymnastics,Women's Team,38.7945952,-106.5348379
CAREY Jade,OURO,2024-07-30,FEMININO,2000-05-27,United States,Artistic Gymnastics,Women's Team,38.7945952,-106.5348379
CHILES Jordan,OURO,2024-07-30,FEMININO,2001-04-15,United States,Artistic Gymnastics,Women's Team,38.7945952,-106.5348379
LEE Sunisa,OURO,2024-07-30,FEMININO,2003-03-09,United States,Artistic Gymnastics,Women's Team,38.7945952,-106.5348379
RIVERA Hezly,OURO,2024-07-30,FEMININO,2008-06-04,United States,Artistic Gymnastics,Women's Team,38.7945952,-106.5348379
ANDREOLI Angela,PRATA,2024-07-30,FEMININO,2006-06-06,Italy,Artistic Gymnastics,Women's Team,41.87194,12.56738
D'AMATO Alice,PRATA,2024-07-30,FEMININO,2003-02-07,Italy,Artistic Gymnastics,Women's Team,41.87194,12.56738
ESPOSITO Manila,PRATA,2024-07-30,FEMININO,2006-11-02,Italy,Artistic Gymnastics,Women's Team,41.87194,12.56738
IORIO Elisa,PRATA,2024-07-30,FEMININO,2003-03-21,Italy,Artistic Gymnastics,Women's Team,41.87194,12.56738
VILLA Giorgia,PRATA,2024-07-30,FEMININO,2003-02-23,Italy,Artistic Gymnastics,Women's Team,41.87194,12.56738
ANDRADE Rebeca,BRONZE,2024-07-30,FEMININO,1999-05-08,Brazil,Artistic Gymnastics,Women's Team,-14.235004,-51.92528
BARBOSA Jade,BRONZE,2024-07-30,FEMININO,1991-07-01,Brazil,Artistic Gymnastics,Women's Team,-14.235004,-51.92528
OLIVEIRA Lorrane,BRONZE,2024-07-30,FEMININO,1998-04-13,Brazil,Artistic Gymnastics,Women's Team,-14.235004,-51.92528
SARAIVA Flavia,BRONZE,2024-07-30,FEMININO,1999-09-30,Brazil,Artistic Gymnastics,Women's Team,-14.235004,-51.92528
SOARES Julia,BRONZE,2024-07-30,FEMININO,2005-08-23,Brazil,Artistic Gymnastics,Women's Team,-14.235004,-51.92528
FIAMINGO Rossella,OURO,2024-07-30,FEMININO,1991-07-14,Italy,Fencing,Women's Epee Team,41.87194,12.56738
RIZZI Giulia,OURO,2024-07-30,FEMININO,1989-06-20,Italy,Fencing,Women's Epee Team,41.87194,12.56738
SANTUCCIO Alberta,OURO,2024-07-30,FEMININO,1994-10-22,Italy,Fencing,Women's Epee Team,41.87194,12.56738
NAVARRIA Mara,OURO,2024-07-30,FEMININO,1985-07-18,Italy,Fencing,Women's Epee Team,41.87194,12.56738
VITALIS Coraline,PRATA,2024-07-30,FEMININO,1995-05-09,France,Fencing,Women's Epee Team,46.227638,2.213749
MALLO-BRETON Auriane,PRATA,2024-07-30,FEMININO,1993-10-11,France,Fencing,Women's Epee Team,46.227638,2.213749
CANDASSAMY Marie-Florence,PRATA,2024-07-30,FEMININO,1991-02-26,France,Fencing,Women's Epee Team,46.227638,2.213749
LOUIS-MARIE Alexandra,PRATA,2024-07-30,FEMININO,1996-03-03,France,Fencing,Women's Epee Team,46.227638,2.213749
KNAPIK-MIAZGA Renata,BRONZE,2024-07-30,FEMININO,1988-07-15,Poland,Fencing,Women's Epee Team,51.919438,19.145136
SWATOWSKA-WENGLARCZYK Martyna,BRONZE,2024-07-30,FEMININO,1994-07-08,Poland,Fencing,Women's Epee Team,51.919438,19.145136
KLASIK Alicja,BRONZE,2024-07-30,FEMININO,2004-02-14,Poland,Fencing,Women's Epee Team,51.919438,19.145136
JARECKA Aleksandra,BRONZE,2024-07-30,FEMININO,1995-10-11,Poland,Fencing,Women's Epee Team,51.919438,19.145136
POURI-LANE Risi,OURO,2024-07-30,FEMININO,2000-05-28,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
MILLER Jorja,OURO,2024-07-30,FEMININO,2004-02-08,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
WAAKA Stacey,OURO,2024-07-30,FEMININO,1995-11-03,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
NUKU Manaia,OURO,2024-07-30,FEMININO,2002-09-03,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
HIRINI Sarah,OURO,2024-07-30,FEMININO,1992-12-09,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
BLYDE Michaela,OURO,2024-07-30,FEMININO,1995-12-29,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
KING Tyla,OURO,2024-07-30,FEMININO,1994-07-01,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
PAUL Mahina,OURO,2024-07-30,FEMININO,2001-04-19,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
FELIX-HOTHAM Jazmin,OURO,2024-07-30,FEMININO,2000-07-02,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
SETEFANO Theresa,OURO,2024-07-30,FEMININO,1995-02-25,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
WOODMAN-WICKLIFFE Portia,OURO,2024-07-30,FEMININO,1991-07-12,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
SAILI Alena,OURO,2024-07-30,FEMININO,1998-12-13,New Zealand,Rugby Sevens,Women,-40.900557,174.885971
CROSSLEY Caroline,PRATA,2024-07-30,FEMININO,1998-04-19,Canada,Rugby Sevens,Women,56.130366,-106.346771
APPS Olivia,PRATA,2024-07-30,FEMININO,1998-12-01,Canada,Rugby Sevens,Women,56.130366,-106.346771
CORRIGAN Alysha,PRATA,2024-07-30,FEMININO,1997-01-25,Canada,Rugby Sevens,Women,56.130366,-106.346771
HOGAN-ROCHESTER Asia,PRATA,2024-07-30,FEMININO,1999-04-20,Canada,Rugby Sevens,Women,56.130366,-106.346771
DANIELS Chloe,PRATA,2024-07-30,FEMININO,2003-04-27,Canada,Rugby Sevens,Women,56.130366,-106.346771
WILLIAMS Charity,PRATA,2024-07-30,FEMININO,1996-10-20,Canada,Rugby Sevens,Women,56.130366,-106.346771
SYMONDS Florence,PRATA,2024-07-30,FEMININO,2002-05-20,Canada,Rugby Sevens,Women,56.130366,-106.346771
NORSTEN Carissa,PRATA,2024-07-30,FEMININO,2003-11-07,Canada,Rugby Sevens,Women,56.130366,-106.346771
SCURFIELD Krissy,PRATA,2024-07-30,FEMININO,2003-06-15,Canada,Rugby Sevens,Women,56.130366,-106.346771
BERMUDEZ Fancy,PRATA,2024-07-30,FEMININO,2002-05-27,Canada,Rugby Sevens,Women,56.130366,-106.346771
LOGAN Piper,PRATA,2024-07-30,FEMININO,2001-07-13,Canada,Rugby Sevens,Women,56.130366,-106.346771
WARDLEY Keyara,PRATA,2024-07-30,FEMININO,2000-01-27,Canada,Rugby Sevens,Women,56.130366,-106.346771
PERRY Taylor,PRATA,2024-07-30,FEMININO,2000-07-23,Canada,Rugby Sevens,Women,56.130366,-106.346771
VALENZUELA Shalaya,PRATA,2024-07-30,FEMININO,1999-06-12,Canada,Rugby Sevens,Women,56.130366,-106.346771
RAMSEY Ariana,BRONZE,2024-07-30,FEMININO,2000-03-25,United States,Rugby Sevens,Women,38.7945952,-106.5348379
MAHER Ilona,BRONZE,2024-07-30,FEMININO,1996-08-12,United States,Rugby Sevens,Women,38.7945952,-106.5348379
CANETT Kayla,BRONZE,2024-07-30,FEMININO,1998-04-29,United States,Rugby Sevens,Women,38.7945952,-106.5348379
SULLIVAN Sammy,BRONZE,2024-07-30,FEMININO,1998-05-22,United States,Rugby Sevens,Women,38.7945952,-106.5348379
KELTER Alev,BRONZE,2024-07-30,FEMININO,1991-03-21,United States,Rugby Sevens,Women,38.7945952,-106.5348379
DOYLE Lauren,BRONZE,2024-07-30,FEMININO,1991-02-23,United States,Rugby Sevens,Women,38.7945952,-106.5348379
TAPPER Naya,BRONZE,2024-07-30,FEMININO,1994-08-03,United States,Rugby Sevens,Women,38.7945952,-106.5348379
SEDRICK Alex,BRONZE,2024-07-30,FEMININO,1998-02-28,United States,Rugby Sevens,Women,38.7945952,-106.5348379
OLSEN Alena,BRONZE,2024-07-30,FEMININO,1995-12-06,United States,Rugby Sevens,Women,38.7945952,-106.5348379
ROVETTI Steph,BRONZE,2024-07-30,FEMININO,1991-10-02,United States,Rugby Sevens,Women,38.7945952,-106.5348379
LEVY Sarah,BRONZE,2024-07-30,FEMININO,1995-12-27,United States,Rugby Sevens,Women,38.7945952,-106.5348379
KIRSHE Kristi,BRONZE,2024-07-30,FEMININO,1994-10-14,United States,Rugby Sevens,Women,38.7945952,-106.5348379
ARUNOVIC Zorana,OURO,2024-07-30,FEMININO,1986-11-22,Serbia,Shooting,10m Air Pistol Mixed Team,44.016521,21.005859
MIKEC Damir,OURO,2024-07-30,MASCULINO,1984-03-31,Serbia,Shooting,10m Air Pistol Mixed Team,44.016521,21.005859
TARHAN Sevval Ilayda,PRATA,2024-07-30,FEMININO,2000-02-04,Turkiye,Shooting,10m Air Pistol Mixed Team,38.963745,35.243322
DIKEC Yusuf,PRATA,2024-07-30,MASCULINO,1973-01-01,Turkiye,Shooting,10m Air Pistol Mixed Team,38.963745,35.243322
BHAKER Manu,BRONZE,2024-07-30,FEMININO,2002-02-18,India,Shooting,10m Air Pistol Mixed Team,20.593684,78.96288
SINGH Sarabjot,BRONZE,2024-07-30,MASCULINO,2001-09-30,India,Shooting,10m Air Pistol Mixed Team,20.593684,78.96288
GUY James,OURO,2024-07-30,MASCULINO,1995-11-26,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,55.378051,-3.435973
McMILLAN Jack,OURO,2024-07-30,MASCULINO,2000-01-14,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,55.378051,-3.435973
BIRD Kieran,OURO,2024-07-30,MASCULINO,1999-09-02,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,55.378051,-3.435973
DEAN Tom,OURO,2024-07-30,MASCULINO,2000-05-02,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,55.378051,-3.435973
RICHARDS Matthew,OURO,2024-07-30,MASCULINO,2002-12-17,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,55.378051,-3.435973
SCOTT Duncan,OURO,2024-07-30,MASCULINO,1997-05-06,Great Britain,Swimming,Men's 4 x 200m Freestyle Relay,55.378051,-3.435973
KIBLER Drew,PRATA,2024-07-30,MASCULINO,2000-03-09,United States,Swimming,Men's 4 x 200m Freestyle Relay,38.7945952,-106.5348379
CURRY Brooks,PRATA,2024-07-30,MASCULINO,2001-01-20,United States,Swimming,Men's 4 x 200m Freestyle Relay,38.7945952,-106.5348379
PIERONI Blake,PRATA,2024-07-30,MASCULINO,1995-11-15,United States,Swimming,Men's 4 x 200m Freestyle Relay,38.7945952,-106.5348379
GUILIANO Chris,PRATA,2024-07-30,MASCULINO,2003-06-25,United States,Swimming,Men's 4 x 200m Freestyle Relay,38.7945952,-106.5348379
FOSTER Carson,PRATA,2024-07-30,MASCULINO,2001-10-26,United States,Swimming,Men's 4 x 200m Freestyle Relay,38.7945952,-106.5348379
HOBSON Luke,PRATA,2024-07-30,MASCULINO,2003-06-25,United States,Swimming,Men's 4 x 200m Freestyle Relay,38.7945952,-106.5348379
